Year,Round,Circuit,TeamName,DriverA,DriverB,Quali_Delta,Grid_Delta,Points_Delta,Experience_Delta,FavoriteTrackAdvantage,TrackType,Target
2021,22,Yas Island,Aston Martin,VET,STR,2.0,2.0,24.0,0,0.16666666666666607,permanent,1
2021,22,Yas Island,Aston Martin,STR,VET,-2.0,-2.0,-24.0,0,-0.16666666666666607,permanent,0
2021,22,Yas Island,Ferrari,SAI,LEC,-2.0,-2.0,5.0,0,-1.25,permanent,1
2021,22,Yas Island,Ferrari,LEC,SAI,2.0,2.0,-5.0,0,1.25,permanent,0
2021,22,Yas Island,McLaren,NOR,RIC,-7.0,-7.0,38.0,0,-5.916666666666666,permanent,1
2021,22,Yas Island,McLaren,RIC,NOR,7.0,7.0,-38.0,0,5.916666666666666,permanent,0
2021,22,Yas Island,Mercedes,HAM,BOT,-4.0,-4.0,156.0,0,-5.5,permanent,1
2021,22,Yas Island,Mercedes,BOT,HAM,4.0,4.0,-156.0,0,5.5,permanent,0
2022,1,Sakhir,Alfa Romeo,BOT,ZHO,-9.0,-9.0,0.0,1,-4.333333333333333,permanent,1
2022,1,Sakhir,Alfa Romeo,ZHO,BOT,9.0,9.0,0.0,-1,4.333333333333333,permanent,0
2022,1,Sakhir,Alpine,OCO,ALO,3.0,3.0,0.0,0,0.3333333333333339,permanent,1
2022,1,Sakhir,Alpine,ALO,OCO,-3.0,-3.0,0.0,0,-0.3333333333333339,permanent,0
2022,1,Sakhir,Aston Martin,STR,HUL,2.0,2.0,0.0,1,-6.0,permanent,1
2022,1,Sakhir,Aston Martin,HUL,STR,-2.0,-2.0,0.0,-1,6.0,permanent,0
2022,1,Sakhir,Ferrari,LEC,SAI,-2.0,-2.0,0.0,0,-0.5,permanent,1
2022,1,Sakhir,Ferrari,SAI,LEC,2.0,2.0,0.0,0,0.5,permanent,0
2022,1,Sakhir,Haas F1 Team,MAG,MSC,-5.0,-5.0,0.0,-1,-8.5,permanent,1
2022,1,Sakhir,Haas F1 Team,MSC,MAG,5.0,5.0,0.0,1,8.5,permanent,0
2022,1,Sakhir,McLaren,RIC,NOR,5.0,5.0,0.0,0,3.5,permanent,1
2022,1,Sakhir,McLaren,NOR,RIC,-5.0,-5.0,0.0,0,-3.5,permanent,0
2022,1,Sakhir,Mercedes,HAM,RUS,-4.0,-4.0,0.0,0,-2.2,permanent,1
2022,1,Sakhir,Mercedes,RUS,HAM,4.0,4.0,0.0,0,2.2,permanent,0
2022,1,Sakhir,Williams,ALB,LAT,-6.0,-6.0,0.0,-1,-4.333333333333334,permanent,1
2022,1,Sakhir,Williams,LAT,ALB,6.0,6.0,0.0,1,4.333333333333334,permanent,0
2022,2,Jeddah,Aston Martin,HUL,STR,3.0,4.0,0.0,-1,-0.6666666666666661,street,1
2022,2,Jeddah,Aston Martin,STR,HUL,-3.0,-4.0,0.0,1,0.6666666666666661,street,0
2022,2,Jeddah,Ferrari,LEC,SAI,-1.0,-1.0,7.0,0,-1.8499999999999996,street,1
2022,2,Jeddah,Ferrari,SAI,LEC,1.0,1.0,-7.0,0,1.8499999999999996,street,0
2022,2,Jeddah,Mercedes,RUS,HAM,-10.0,-9.0,-3.0,0,-1.4000000000000004,street,1
2022,2,Jeddah,Mercedes,HAM,RUS,10.0,9.0,3.0,0,1.4000000000000004,street,0
2022,2,Jeddah,Red Bull Racing,VER,PER,3.0,3.0,0.0,0,-0.7333333333333334,street,1
2022,2,Jeddah,Red Bull Racing,PER,VER,-3.0,-3.0,0.0,0,0.7333333333333334,street,0
2022,3,Melbourne,Alfa Romeo,BOT,ZHO,-2.0,-2.0,7.0,1,-0.5,permanent,1
2022,3,Melbourne,Alfa Romeo,ZHO,BOT,2.0,2.0,-7.0,-1,0.5,permanent,0
2022,3,Melbourne,AlphaTauri,GAS,TSU,-2.0,-2.0,0.0,0,-1.0,permanent,1
2022,3,Melbourne,AlphaTauri,TSU,GAS,2.0,2.0,0.0,0,1.0,permanent,0
2022,3,Melbourne,Alpine,OCO,ALO,-2.0,-2.0,12.0,0,0.6666666666666661,permanent,1
2022,3,Melbourne,Alpine,ALO,OCO,2.0,2.0,-12.0,0,-0.6666666666666661,permanent,0
2022,3,Melbourne,Haas F1 Team,MSC,MAG,-2.0,-1.0,-12.0,1,-1.0,permanent,1
2022,3,Melbourne,Haas F1 Team,MAG,MSC,2.0,1.0,12.0,-1,1.0,permanent,0
2022,3,Melbourne,McLaren,NOR,RIC,-3.0,-3.0,6.0,0,-2.25,permanent,1
2022,3,Melbourne,McLaren,RIC,NOR,3.0,3.0,-6.0,0,2.25,permanent,0
2022,3,Melbourne,Mercedes,RUS,HAM,1.0,1.0,6.0,0,-2.333333333333333,permanent,1
2022,3,Melbourne,Mercedes,HAM,RUS,-1.0,-1.0,-6.0,0,2.333333333333333,permanent,0
2022,3,Melbourne,Williams,ALB,LAT,-3.0,2.0,0.0,-1,-8.5,permanent,1
2022,3,Melbourne,Williams,LAT,ALB,3.0,-2.0,0.0,1,8.5,permanent,0
2022,5,Miami,Alpine,OCO,ALO,9.0,9.0,18.0,0,1.5,street,1
2022,5,Miami,Alpine,ALO,OCO,-9.0,-9.0,-18.0,0,-1.5,street,0
2022,5,Miami,Ferrari,LEC,SAI,-1.0,-1.0,35.0,0,0.5,street,1
2022,5,Miami,Ferrari,SAI,LEC,1.0,1.0,-35.0,0,-0.5,street,0
2022,5,Miami,Mercedes,RUS,HAM,6.0,6.0,9.0,0,-1.5,street,1
2022,5,Miami,Mercedes,HAM,RUS,-6.0,-6.0,-9.0,0,1.5,street,0
2022,5,Miami,Red Bull Racing,VER,PER,-1.0,-1.0,-5.0,0,-2.0,street,1
2022,5,Miami,Red Bull Racing,PER,VER,1.0,1.0,5.0,0,2.0,street,0
2022,5,Miami,Williams,ALB,LAT,-1.0,-1.0,1.0,-1,-2.5,street,1
2022,5,Miami,Williams,LAT,ALB,1.0,1.0,-1.0,1,2.5,street,0
2022,6,Barcelona,AlphaTauri,TSU,GAS,-1.0,-1.0,-2.0,0,1.666666666666666,permanent,1
2022,6,Barcelona,AlphaTauri,GAS,TSU,1.0,1.0,2.0,0,-1.666666666666666,permanent,0
2022,6,Barcelona,Alpine,OCO,ALO,-5.0,-8.0,22.0,0,-0.5,permanent,1
2022,6,Barcelona,Alpine,ALO,OCO,5.0,8.0,-22.0,0,0.5,permanent,0
2022,6,Barcelona,Aston Martin,VET,STR,-2.0,-1.0,-1.0,0,1.333333333333334,permanent,1
2022,6,Barcelona,Aston Martin,STR,VET,2.0,1.0,1.0,0,-1.333333333333334,permanent,0
2022,6,Barcelona,McLaren,NOR,RIC,2.0,2.0,8.0,0,-4.0,permanent,1
2022,6,Barcelona,McLaren,RIC,NOR,-2.0,-2.0,-8.0,0,4.0,permanent,0
2022,6,Barcelona,Mercedes,RUS,HAM,-2.0,-2.0,11.0,0,2.1999999999999997,permanent,1
2022,6,Barcelona,Mercedes,HAM,RUS,2.0,2.0,-11.0,0,-2.1999999999999997,permanent,0
2022,6,Barcelona,Red Bull Racing,VER,PER,-3.0,-3.0,8.0,0,-1.75,permanent,1
2022,6,Barcelona,Red Bull Racing,PER,VER,3.0,3.0,-8.0,0,1.75,permanent,0
2022,7,Monaco,Alfa Romeo,BOT,ZHO,-8.0,-8.0,25.0,1,-7.0,street,1
2022,7,Monaco,Alfa Romeo,ZHO,BOT,8.0,8.0,-25.0,-1,7.0,street,0
2022,7,Monaco,AlphaTauri,GAS,TSU,6.0,6.0,1.0,0,-8.0,street,1
2022,7,Monaco,AlphaTauri,TSU,GAS,-6.0,-6.0,-1.0,0,8.0,street,0
2022,7,Monaco,Alpine,ALO,OCO,-3.0,-3.0,-26.0,0,-3.0,street,1
2022,7,Monaco,Alpine,OCO,ALO,3.0,3.0,26.0,0,3.0,street,0
2022,7,Monaco,Aston Martin,VET,STR,-9.0,-9.0,-1.0,0,-4.0,street,1
2022,7,Monaco,Aston Martin,STR,VET,9.0,9.0,1.0,0,4.0,street,0
2022,7,Monaco,Ferrari,SAI,LEC,1.0,1.0,-26.0,0,1.083333333333333,street,1
2022,7,Monaco,Ferrari,LEC,SAI,-1.0,-1.0,26.0,0,-1.083333333333333,street,0
2022,7,Monaco,McLaren,NOR,RIC,-9.0,-9.0,12.0,0,-9.333333333333334,street,1
2022,7,Monaco,McLaren,RIC,NOR,9.0,9.0,-12.0,0,9.333333333333334,street,0
2022,7,Monaco,Mercedes,RUS,HAM,-2.0,-2.0,16.0,0,-1.0,street,1
2022,7,Monaco,Mercedes,HAM,RUS,2.0,2.0,-16.0,0,1.0,street,0
2022,7,Monaco,Red Bull Racing,PER,VER,-1.0,-1.0,-15.0,0,-2.5,street,1
2022,7,Monaco,Red Bull Racing,VER,PER,1.0,1.0,15.0,0,2.5,street,0
2022,8,Baku,AlphaTauri,GAS,TSU,-2.0,-2.0,1.0,0,-1.9999999999999991,street,1
2022,8,Baku,AlphaTauri,TSU,GAS,2.0,2.0,-1.0,0,1.9999999999999991,street,0
2022,8,Baku,Alpine,ALO,OCO,-3.0,-3.0,-20.0,0,-3.5,street,1
2022,8,Baku,Alpine,OCO,ALO,3.0,3.0,20.0,0,3.5,street,0
2022,8,Baku,McLaren,RIC,NOR,1.0,1.0,-20.0,0,3.75,street,1
2022,8,Baku,McLaren,NOR,RIC,-1.0,-1.0,20.0,0,-3.75,street,0
2022,8,Baku,Mercedes,RUS,HAM,-2.0,-2.0,22.0,0,-6.333333333333334,street,1
2022,8,Baku,Mercedes,HAM,RUS,2.0,2.0,-22.0,0,6.333333333333334,street,0
2022,8,Baku,Red Bull Racing,VER,PER,1.0,1.0,5.0,0,0.8333333333333335,street,1
2022,8,Baku,Red Bull Racing,PER,VER,-1.0,-1.0,-5.0,0,-0.8333333333333335,street,0
2022,8,Baku,Williams,ALB,LAT,-1.0,-1.0,3.0,-1,-4.833333333333334,street,1
2022,8,Baku,Williams,LAT,ALB,1.0,1.0,-3.0,1,4.833333333333334,street,0
2022,9,Montréal,Alfa Romeo,BOT,ZHO,1.0,1.0,27.0,1,2.0,permanent,1
2022,9,Montréal,Alfa Romeo,ZHO,BOT,-1.0,-1.0,-27.0,-1,-2.0,permanent,0
2022,9,Montréal,Alpine,OCO,ALO,5.0,5.0,15.0,0,2.0,permanent,1
2022,9,Montréal,Alpine,ALO,OCO,-5.0,-5.0,-15.0,0,-2.0,permanent,0
2022,9,Montréal,Aston Martin,STR,VET,1.0,1.0,-8.0,0,-3.333333333333334,permanent,1
2022,9,Montréal,Aston Martin,VET,STR,-1.0,-1.0,8.0,0,3.333333333333334,permanent,0
2022,9,Montréal,Ferrari,SAI,LEC,-12.0,-16.0,-20.0,0,-1.166666666666667,permanent,1
2022,9,Montréal,Ferrari,LEC,SAI,12.0,16.0,20.0,0,1.166666666666667,permanent,0
2022,9,Montréal,McLaren,RIC,NOR,-5.0,-5.0,-18.0,0,-0.5,permanent,1
2022,9,Montréal,McLaren,NOR,RIC,5.0,5.0,18.0,0,0.5,permanent,0
2022,9,Montréal,Mercedes,HAM,RUS,-4.0,-4.0,-25.0,0,1.3333333333333335,permanent,1
2022,9,Montréal,Mercedes,RUS,HAM,4.0,4.0,25.0,0,-1.3333333333333335,permanent,0
2022,9,Montréal,Williams,ALB,LAT,-7.0,-6.0,3.0,-1,-6.0,permanent,1
2022,9,Montréal,Williams,LAT,ALB,7.0,6.0,-3.0,1,6.0,permanent,0
2022,10,Silverstone,Aston Martin,VET,STR,-2.0,-2.0,7.0,0,-0.75,permanent,1
2022,10,Silverstone,Aston Martin,STR,VET,2.0,2.0,-7.0,0,0.75,permanent,0
2022,10,Silverstone,Ferrari,SAI,LEC,-2.0,-2.0,-12.0,0,-2.0,permanent,1
2022,10,Silverstone,Ferrari,LEC,SAI,2.0,2.0,12.0,0,2.0,permanent,0
2022,10,Silverstone,Haas F1 Team,MSC,MAG,2.0,2.0,-12.0,1,-3.0,permanent,1
2022,10,Silverstone,Haas F1 Team,MAG,MSC,-2.0,-2.0,12.0,-1,3.0,permanent,0
2022,10,Silverstone,McLaren,NOR,RIC,-8.0,-8.0,18.0,0,-10.0,permanent,1
2022,10,Silverstone,McLaren,RIC,NOR,8.0,8.0,-18.0,0,10.0,permanent,0
2022,10,Silverstone,Red Bull Racing,PER,VER,2.0,2.0,-37.0,0,0.25,permanent,1
2022,10,Silverstone,Red Bull Racing,VER,PER,-2.0,-2.0,37.0,0,-0.25,permanent,0
2022,12,Le Castellet,Alpine,ALO,OCO,-5.0,-3.0,-11.0,0,-4.0,permanent,1
2022,12,Le Castellet,Alpine,OCO,ALO,5.0,3.0,11.0,0,4.0,permanent,0
2022,12,Le Castellet,Aston Martin,STR,VET,3.0,3.0,-9.0,0,0.0,permanent,1
2022,12,Le Castellet,Aston Martin,VET,STR,-3.0,-3.0,9.0,0,0.0,permanent,0
2022,12,Le Castellet,McLaren,NOR,RIC,-6.0,-4.0,26.0,0,-1.5,permanent,1
2022,12,Le Castellet,McLaren,RIC,NOR,6.0,4.0,-26.0,0,1.5,permanent,0
2022,12,Le Castellet,Mercedes,HAM,RUS,-2.0,-2.0,-7.0,0,-5.5,permanent,1
2022,12,Le Castellet,Mercedes,RUS,HAM,2.0,2.0,7.0,0,5.5,permanent,0
2022,12,Le Castellet,Red Bull Racing,VER,PER,-1.0,-1.0,25.0,0,-2.5,permanent,1
2022,12,Le Castellet,Red Bull Racing,PER,VER,1.0,1.0,-25.0,0,2.5,permanent,0
2022,13,Budapest,Alpine,ALO,OCO,1.0,1.0,-7.0,0,2.4000000000000004,permanent,1
2022,13,Budapest,Alpine,OCO,ALO,-1.0,-1.0,7.0,0,-2.4000000000000004,permanent,0
2022,13,Budapest,Aston Martin,VET,STR,4.0,4.0,8.0,0,0.6666666666666661,permanent,1
2022,13,Budapest,Aston Martin,STR,VET,-4.0,-4.0,-8.0,0,-0.6666666666666661,permanent,0
2022,13,Budapest,Ferrari,SAI,LEC,-1.0,-1.0,11.0,0,0.0,permanent,1
2022,13,Budapest,Ferrari,LEC,SAI,1.0,1.0,-11.0,0,0.0,permanent,0
2022,13,Budapest,Haas F1 Team,MSC,MAG,2.0,2.0,-9.0,1,-3.0,permanent,1
2022,13,Budapest,Haas F1 Team,MAG,MSC,-2.0,-2.0,9.0,-1,3.0,permanent,0
2022,13,Budapest,McLaren,NOR,RIC,-5.0,-5.0,30.0,0,-10.0,permanent,1
2022,13,Budapest,McLaren,RIC,NOR,5.0,5.0,-30.0,0,10.0,permanent,0
2022,13,Budapest,Mercedes,HAM,RUS,6.0,6.0,-4.0,0,-2.8499999999999996,permanent,1
2022,13,Budapest,Mercedes,RUS,HAM,-6.0,-6.0,4.0,0,2.8499999999999996,permanent,0
2022,13,Budapest,Red Bull Racing,VER,PER,-1.0,-1.0,38.0,0,0.0,permanent,1
2022,13,Budapest,Red Bull Racing,PER,VER,1.0,1.0,-38.0,0,0.0,permanent,0
2022,13,Budapest,Williams,ALB,LAT,-3.0,-2.0,3.0,-1,4.5,permanent,1
2022,13,Budapest,Williams,LAT,ALB,3.0,2.0,-3.0,1,-4.5,permanent,0
2022,14,Spa-Francorchamps,AlphaTauri,GAS,TSU,-7.0,0.0,11.0,0,-5.333333333333332,permanent,1
2022,14,Spa-Francorchamps,AlphaTauri,TSU,GAS,7.0,0.0,-11.0,0,5.333333333333332,permanent,0
2022,14,Spa-Francorchamps,Alpine,ALO,OCO,1.0,-13.0,-5.0,0,0.33333333333333304,permanent,1
2022,14,Spa-Francorchamps,Alpine,OCO,ALO,-1.0,13.0,5.0,0,-0.33333333333333304,permanent,0
2022,14,Spa-Francorchamps,Aston Martin,VET,STR,2.0,1.0,9.0,0,-7.5,permanent,1
2022,14,Spa-Francorchamps,Aston Martin,STR,VET,-2.0,-1.0,-9.0,0,7.5,permanent,0
2022,14,Spa-Francorchamps,Ferrari,SAI,LEC,-2.0,-14.0,15.0,0,0.6666666666666661,permanent,1
2022,14,Spa-Francorchamps,Ferrari,LEC,SAI,2.0,14.0,-15.0,0,-0.6666666666666661,permanent,0
2022,14,Spa-Francorchamps,Haas F1 Team,MAG,MSC,3.0,-7.0,9.0,-1,-1.5,permanent,1
2022,14,Spa-Francorchamps,Haas F1 Team,MSC,MAG,-3.0,7.0,-9.0,1,1.5,permanent,0
2022,14,Spa-Francorchamps,McLaren,NOR,RIC,-1.0,10.0,36.0,0,0.6666666666666679,permanent,1
2022,14,Spa-Francorchamps,McLaren,RIC,NOR,1.0,-10.0,-36.0,0,-0.6666666666666679,permanent,0
2022,14,Spa-Francorchamps,Red Bull Racing,VER,PER,-2.0,12.0,53.0,0,-7.333333333333334,permanent,1
2022,14,Spa-Francorchamps,Red Bull Racing,PER,VER,2.0,-12.0,-53.0,0,7.333333333333334,permanent,0
2022,14,Spa-Francorchamps,Williams,ALB,LAT,-8.0,-5.0,3.0,-1,-2.5,permanent,1
2022,14,Spa-Francorchamps,Williams,LAT,ALB,8.0,5.0,-3.0,1,2.5,permanent,0
2022,16,Monza,Alfa Romeo,ZHO,BOT,2.0,-6.0,-29.0,-1,0.5,permanent,1
2022,16,Monza,Alfa Romeo,BOT,ZHO,-2.0,6.0,29.0,1,-0.5,permanent,0
2022,16,Monza,AlphaTauri,GAS,TSU,-6.0,-15.0,13.0,0,-2.0,permanent,1
2022,16,Monza,AlphaTauri,TSU,GAS,6.0,15.0,-13.0,0,2.0,permanent,0
2022,16,Monza,Ferrari,LEC,SAI,-2.0,-17.0,-22.0,0,-2.75,permanent,1
2022,16,Monza,Ferrari,SAI,LEC,2.0,17.0,22.0,0,2.75,permanent,0
2022,16,Monza,Haas F1 Team,MSC,MAG,1.0,1.0,-9.0,1,-1.0,permanent,1
2022,16,Monza,Haas F1 Team,MAG,MSC,-1.0,-1.0,9.0,-1,1.0,permanent,0
2022,16,Monza,Mercedes,RUS,HAM,1.0,-17.0,13.0,0,-0.5,permanent,1
2022,16,Monza,Mercedes,HAM,RUS,-1.0,17.0,-13.0,0,0.5,permanent,0
2022,16,Monza,Red Bull Racing,VER,PER,-2.0,-6.0,60.0,0,-3.083333333333333,permanent,1
2022,16,Monza,Red Bull Racing,PER,VER,2.0,6.0,-60.0,0,3.083333333333333,permanent,0
2022,16,Monza,Williams,DEV,LAT,-3.0,-2.0,0.0,-1,-6.0,permanent,1
2022,16,Monza,Williams,LAT,DEV,3.0,2.0,0.0,1,6.0,permanent,0
2022,17,Marina Bay,Aston Martin,STR,VET,-2.0,-2.0,-13.0,0,-2.0,permanent,1
2022,17,Marina Bay,Aston Martin,VET,STR,2.0,2.0,13.0,0,2.0,permanent,0
2022,17,Marina Bay,Ferrari,LEC,SAI,-3.0,-3.0,-16.0,0,0.5833333333333335,permanent,1
2022,17,Marina Bay,Ferrari,SAI,LEC,3.0,3.0,16.0,0,-0.5833333333333335,permanent,0
2022,17,Marina Bay,Haas F1 Team,MAG,MSC,-4.0,-3.0,9.0,-1,-2.0,permanent,1
2022,17,Marina Bay,Haas F1 Team,MSC,MAG,4.0,3.0,-9.0,1,2.0,permanent,0
2022,17,Marina Bay,McLaren,NOR,RIC,-11.0,-10.0,42.0,0,-2.5,permanent,1
2022,17,Marina Bay,McLaren,RIC,NOR,11.0,10.0,-42.0,0,2.5,permanent,0
2022,17,Marina Bay,Red Bull Racing,PER,VER,-6.0,-6.0,-77.0,0,0.5,permanent,1
2022,17,Marina Bay,Red Bull Racing,VER,PER,6.0,6.0,77.0,0,-0.5,permanent,0
2022,18,Suzuka,Alfa Romeo,BOT,ZHO,-2.0,-2.0,28.0,1,-1.0,permanent,1
2022,18,Suzuka,Alfa Romeo,ZHO,BOT,2.0,2.0,-28.0,-1,1.0,permanent,0
2022,18,Suzuka,AlphaTauri,TSU,GAS,-4.0,-4.0,-18.0,0,-1.166666666666666,permanent,1
2022,18,Suzuka,AlphaTauri,GAS,TSU,4.0,4.0,18.0,0,1.166666666666666,permanent,0
2022,18,Suzuka,Alpine,OCO,ALO,-2.0,-2.0,1.0,0,2.333333333333334,permanent,1
2022,18,Suzuka,Alpine,ALO,OCO,2.0,2.0,-1.0,0,-2.333333333333334,permanent,0
2022,18,Suzuka,Aston Martin,VET,STR,-10.0,-10.0,9.0,0,-6.0,permanent,1
2022,18,Suzuka,Aston Martin,STR,VET,10.0,10.0,-9.0,0,6.0,permanent,0
2022,18,Suzuka,Haas F1 Team,MAG,MSC,3.0,3.0,9.0,-1,-3.0,permanent,1
2022,18,Suzuka,Haas F1 Team,MSC,MAG,-3.0,-3.0,-9.0,1,3.0,permanent,0
2022,18,Suzuka,McLaren,NOR,RIC,-1.0,-1.0,44.0,0,-6.25,permanent,1
2022,18,Suzuka,McLaren,RIC,NOR,1.0,1.0,-44.0,0,6.25,permanent,0
2022,18,Suzuka,Mercedes,HAM,RUS,-2.0,-2.0,-16.0,0,-0.25,permanent,1
2022,18,Suzuka,Mercedes,RUS,HAM,2.0,2.0,16.0,0,0.25,permanent,0
2022,18,Suzuka,Red Bull Racing,VER,PER,-3.0,-3.0,58.0,0,-1.0,permanent,1
2022,18,Suzuka,Red Bull Racing,PER,VER,3.0,3.0,-58.0,0,1.0,permanent,0
2022,19,Austin,AlphaTauri,TSU,GAS,2.0,8.0,-18.0,0,-4.5,permanent,1
2022,19,Austin,AlphaTauri,GAS,TSU,-2.0,-8.0,18.0,0,4.5,permanent,0
2022,19,Austin,Alpine,ALO,OCO,-9.0,14.0,-7.0,0,-4.0,permanent,1
2022,19,Austin,Alpine,OCO,ALO,9.0,-14.0,7.0,0,4.0,permanent,0
2022,19,Austin,Haas F1 Team,MAG,MSC,-3.0,-3.0,9.0,-1,-6.0,permanent,1
2022,19,Austin,Haas F1 Team,MSC,MAG,3.0,3.0,-9.0,1,6.0,permanent,0
2022,19,Austin,McLaren,NOR,RIC,-9.0,-9.0,45.0,0,-3.5,permanent,1
2022,19,Austin,McLaren,RIC,NOR,9.0,9.0,-45.0,0,3.5,permanent,0
2022,19,Austin,Mercedes,HAM,RUS,-1.0,-1.0,-10.0,0,-7.5,permanent,1
2022,19,Austin,Mercedes,RUS,HAM,1.0,1.0,10.0,0,7.5,permanent,0
2022,19,Austin,Red Bull Racing,VER,PER,-1.0,-7.0,65.0,0,-2.5,permanent,1
2022,19,Austin,Red Bull Racing,PER,VER,1.0,7.0,-65.0,0,2.5,permanent,0
2022,19,Austin,Williams,ALB,LAT,-9.0,-9.0,2.0,-1,-3.0,permanent,1
2022,19,Austin,Williams,LAT,ALB,9.0,9.0,-2.0,1,3.0,permanent,0
2022,22,Yas Island,Alfa Romeo,ZHO,BOT,-3.0,-3.0,-28.0,-1,4.0,permanent,1
2022,22,Yas Island,Alfa Romeo,BOT,ZHO,3.0,3.0,28.0,1,-4.0,permanent,0
2022,22,Yas Island,AlphaTauri,TSU,GAS,-5.0,-6.0,-17.0,0,-2.083333333333333,permanent,1
2022,22,Yas Island,AlphaTauri,GAS,TSU,5.0,6.0,17.0,0,2.083333333333333,permanent,0
2022,22,Yas Island,Aston Martin,STR,VET,5.0,5.0,-21.0,0,-0.16666666666666607,permanent,1
2022,22,Yas Island,Aston Martin,VET,STR,-5.0,-5.0,21.0,0,0.16666666666666607,permanent,0
2022,22,Yas Island,Ferrari,LEC,SAI,-1.0,-1.0,17.0,0,1.25,permanent,1
2022,22,Yas Island,Ferrari,SAI,LEC,1.0,1.0,-17.0,0,-1.25,permanent,0
2022,22,Yas Island,Haas F1 Team,MSC,MAG,-3.0,-4.0,-11.0,1,-2.0,permanent,1
2022,22,Yas Island,Haas F1 Team,MAG,MSC,3.0,4.0,11.0,-1,2.0,permanent,0
2022,22,Yas Island,McLaren,NOR,RIC,-3.0,-6.0,53.0,0,-5.916666666666666,permanent,1
2022,22,Yas Island,McLaren,RIC,NOR,3.0,6.0,-53.0,0,5.916666666666666,permanent,0
2022,22,Yas Island,Red Bull Racing,VER,PER,-1.0,-1.0,78.0,0,-1.25,permanent,1
2022,22,Yas Island,Red Bull Racing,PER,VER,1.0,1.0,-78.0,0,1.25,permanent,0
2023,1,Sakhir,Aston Martin,ALO,STR,-3.0,-3.0,0.0,0,-2.0,permanent,1
2023,1,Sakhir,Aston Martin,STR,ALO,3.0,3.0,0.0,0,2.0,permanent,0
2023,1,Sakhir,Mercedes,HAM,RUS,1.0,1.0,0.0,0,-2.2,permanent,1
2023,1,Sakhir,Mercedes,RUS,HAM,-1.0,-1.0,0.0,0,2.2,permanent,0
2023,1,Sakhir,Red Bull Racing,VER,PER,-1.0,-1.0,0.0,0,-0.5,permanent,1
2023,1,Sakhir,Red Bull Racing,PER,VER,1.0,1.0,0.0,0,0.5,permanent,0
2023,2,Jeddah,AlphaTauri,TSU,DEV,-2.0,-2.0,0.0,1,-1.5,street,1
2023,2,Jeddah,AlphaTauri,DEV,TSU,2.0,2.0,0.0,-1,1.5,street,0
2023,2,Jeddah,Alpine,OCO,GAS,-3.0,-3.0,-2.0,0,0.33333333333333304,street,1
2023,2,Jeddah,Alpine,GAS,OCO,3.0,3.0,2.0,0,-0.33333333333333304,street,0
2023,2,Jeddah,Ferrari,SAI,LEC,3.0,-8.0,12.0,0,1.8499999999999996,street,1
2023,2,Jeddah,Ferrari,LEC,SAI,-3.0,8.0,-12.0,0,-1.8499999999999996,street,0
2023,2,Jeddah,Haas F1 Team,MAG,HUL,2.0,3.0,0.0,0,-1.0,street,1
2023,2,Jeddah,Haas F1 Team,HUL,MAG,-2.0,-3.0,0.0,0,1.0,street,0
2023,2,Jeddah,McLaren,PIA,NOR,-10.0,-11.0,0.0,-2,-2.5333333333333323,street,1
2023,2,Jeddah,McLaren,NOR,PIA,10.0,11.0,0.0,2,2.5333333333333323,street,0
2023,2,Jeddah,Mercedes,RUS,HAM,-4.0,-4.0,-4.0,0,-1.4000000000000004,street,1
2023,2,Jeddah,Mercedes,HAM,RUS,4.0,4.0,4.0,0,1.4000000000000004,street,0
2023,2,Jeddah,Red Bull Racing,PER,VER,-14.0,-14.0,-7.0,0,0.7333333333333334,street,1
2023,2,Jeddah,Red Bull Racing,VER,PER,14.0,14.0,7.0,0,-0.7333333333333334,street,0
2023,3,Melbourne,Alfa Romeo,ZHO,BOT,-2.0,-2.0,-4.0,-1,0.5,permanent,1
2023,3,Melbourne,Alfa Romeo,BOT,ZHO,2.0,2.0,4.0,1,-0.5,permanent,0
2023,3,Melbourne,Aston Martin,ALO,STR,-2.0,-2.0,22.0,0,2.333333333333334,permanent,1
